INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,PRES,TEMP
237,T,231128,225020,48.152847N,17.181450E,138,100.1,5,984.9,27 
238,T,231128,225022,48.153347N,17.181519E,138,99.7,5,984.9,27 
239,T,231128,225024,48.153843N,17.181581E,138,99.7,5,984.9,27 
240,T,231128,225026,48.154339N,17.181644E,138,100.8,5,984.9,27 
241,T,231128,225028,48.154839N,17.181705E,138,102.0,5,984.8,27 
242,T,231128,225030,48.155354N,17.181776E,139,102.0,5,984.8,27 
243,T,231128,225032,48.155853N,17.181854E,140,101.1,5,984.8,27 
244,T,231128,225034,48.156361N,17.181925E,141,101.5,4,984.9,27 
245,T,231128,225036,48.156864N,17.181990E,142,101.2,5,984.8,27 
246,T,231128,225038,48.157360N,17.182056E,142,100.9,5,984.7,27 
247,T,231128,225040,48.157860N,17.182131E,143,100.3,5,984.7,27 
248,T,231128,225042,48.158360N,17.182203E,143,100.3,5,984.7,27 
249,T,231128,225044,48.158859N,17.182293E,143,100.4,6,984.6,27 
250,T,231128,225046,48.159348N,17.182379E,144,99.4,6,984.6,27 
251,T,231128,225048,48.159840N,17.182468E,145,99.5,6,984.7,27 
252,T,231128,225050,48.160332N,17.182562E,144,98.8,6,984.7,27 
253,T,231128,225052,48.160812N,17.182655E,143,95.8,7,984.8,27 
254,T,231128,225054,48.161293N,17.182764E,142,97.4,8,984.9,27 
255,T,231128,225056,48.161777N,17.182886E,142,98.2,8,985.0,27 
256,T,231128,225058,48.162266N,17.183004E,141,98.9,9,985.1,27 
257,T,231128,225100,48.162758N,17.183125E,139,99.5,9,985.3,27 
258,T,231128,225102,48.163246N,17.183252E,138,99.7,10,985.5,27 
259,T,231128,225104,48.163738N,17.183390E,136,102.0,11,985.6,27 
260,T,231128,225106,48.164242N,17.183544E,134,101.3,11,985.8,27 
261,T,231128,225108,48.164734N,17.183702E,133,101.7,12,985.9,27 
262,T,231128,225110,48.165234N,17.183865E,131,101.5,12,985.8,27 
263,T,231128,225111,48.165730N,17.184036E,131,101.6,12,985.9,27 
264,T,231128,225114,48.166225N,17.184216E,129,101.5,13,986.0,27 
265,T,231128,225116,48.166718N,17.184399E,129,100.8,14,985.9,27 
266,T,231128,225118,48.167217N,17.184589E,128,101.2,14,985.9,27 
267,T,231128,225120,48.167725N,17.184801E,129,102.9,15,985.8,27 
268,T,231128,225122,48.168232N,17.185003E,129,102.6,15,985.8,27 
269,T,231128,225124,48.168728N,17.185204E,130,101.2,16,985.7,27 
270,T,231128,225126,48.169216N,17.185419E,131,101.5,17,985.8,27 
271,T,231128,225128,48.169701N,17.185644E,132,101.1,17,985.9,27 
272,T,231128,225130,48.170181N,17.185865E,132,99.1,17,985.9,27 
273,T,231128,225132,48.170647N,17.186094E,133,99.1,18,986.0,27 
274,T,231128,225134,48.171112N,17.186333E,133,98.3,19,986.0,27 
275,T,231128,225136,48.171574N,17.186584E,134,98.5,20,985.5,27 
276,T,231128,225138,48.172031N,17.186848E,134,97.5,21,985.9,27 
277,T,231128,225140,48.172485N,17.187124E,134,98.2,22,985.9,27 
278,T,231128,225142,48.172932N,17.187405E,134,97.9,22,986.0,27 
279,T,231128,225144,48.173382N,17.187696E,134,96.8,23,985.9,27 
280,T,231128,225146,48.173828N,17.187994E,135,97.4,23,985.9,27 
281,T,231128,225148,48.174271N,17.188297E,135,97.8,24,986.0,27 
282,T,231128,225150,48.174713N,17.188620E,135,97.4,26,986.1,27 
283,T,231128,225152,48.175148N,17.188951E,136,97.6,26,986.0,27 
284,T,231128,225154,48.175587N,17.189295E,136,98.5,28,986.1,27 
285,T,231128,225156,48.176025N,17.189646E,137,99.5,28,986.1,27 
286,T,231128,225158,48.176460N,17.190025E,137,100.7,30,986.0,27 
287,T,231128,225200,48.176895N,17.190420E,137,102.0,30,986.0,27 
288,T,231128,225202,48.177326N,17.190828E,137,102.5,31,986.1,27 
289,T,231128,225204,48.177757N,17.191231E,138,102.5,31,986.1,27 
290,T,231128,225206,48.178185N,17.191635E,138,101.9,32,986.1,27 
291,T,231128,225208,48.178616N,17.192043E,138,102.5,32,986.0,27 
292,T,231128,225210,48.179043N,17.192467E,138,103.4,34,986.0,27 
293,T,231128,225212,48.179474N,17.192904E,139,103.9,35,986.0,27 
294,T,231128,225214,48.179901N,17.193356E,139,105.0,36,986.2,27 
295,T,231128,225216,48.180325N,17.193836E,140,106.3,36,986.1,27 
296,T,231128,225218,48.180748N,17.194330E,140,105.6,38,986.0,27 
297,T,231128,225220,48.181160N,17.194826E,140,105.1,38,986.0,27 
298,T,231128,225222,48.181564N,17.195333E,140,105.6,39,986.2,27 
299,T,231128,225224,48.181961N,17.195845E,140,104.3,40,986.1,27 
300,T,231128,225226,48.182346N,17.196358E,141,102.1,41,986.2,27 
301,T,231128,225228,48.182724N,17.196877E,141,102.1,42,986.1,27 
302,T,231128,225230,48.183098N,17.197405E,141,102.4,43,986.2,27 
303,T,231128,225232,48.183460N,17.197945E,141,102.9,44,986.1,27 
304,T,231128,225234,48.183830N,17.198494E,141,103.3,45,986.1,27 
305,T,231128,225236,48.184193N,17.199051E,141,103.4,46,986.2,27 
306,T,231128,225238,48.184551N,17.199608E,141,102.7,46,986.1,27 
307,T,231128,225240,48.184902N,17.200153E,141,100.0,47,986.2,27 
308,T,231128,225242,48.185246N,17.200708E,140,99.6,48,986.3,27 
309,T,231128,225244,48.185570N,17.201262E,140,99.3,49,986.1,27 
310,T,231128,225246,48.185902N,17.201834E,140,100.4,49,986.2,27 
311,T,231128,225248,48.186230N,17.202415E,140,102.4,50,986.2,27 
312,T,231128,225250,48.186565N,17.203058E,139,108.6,51,986.2,27 
313,T,231128,225252,48.186916N,17.203726E,139,114.6,51,986.2,27 
314,T,231128,225254,48.187267N,17.204405E,139,116.7,52,986.2,27 
315,T,231128,225256,48.187618N,17.205099E,139,118.4,52,986.2,27 
316,T,231128,225258,48.187973N,17.205833E,139,119.4,52,986.4,27 
317,T,231128,225300,48.188324N,17.206566E,139,115.8,53,986.3,27 
318,T,231128,225302,48.188663N,17.207298E,138,115.1,53,986.4,27 
319,T,231128,225304,48.189003N,17.208002E,138,113.2,53,986.5,27 
320,T,231128,225306,48.189323N,17.208677E,138,108.6,53,986.6,27 
321,T,231128,225308,48.189644N,17.209345E,137,108.6,54,986.6,27 
322,T,231128,225310,48.189960N,17.210022E,137,109.9,53,986.6,27 
323,T,231128,225312,48.190289N,17.210693E,137,110.0,52,986.6,27 
324,T,231128,225314,48.190620N,17.211369E,136,111.3,53,986.5,27 
325,T,231128,225316,48.190952N,17.212051E,136,111.3,54,986.4,27 
326,T,231128,225318,48.191288N,17.212744E,135,111.7,55,986.4,27 
327,T,231128,225320,48.191620N,17.213436E,135,112.5,54,986.4,27 
328,T,231128,225322,48.191959N,17.214136E,134,112.5,54,986.1,27 
329,T,231128,225324,48.192307N,17.214834E,134,112.3,53,985.9,27 
330,T,231128,225326,48.192635N,17.215506E,133,110.1,54,986.2,27 
331,T,231128,225328,48.192955N,17.216175E,133,110.6,54,986.4,27 
332,T,231128,225330,48.193275N,17.216843E,133,110.8,53,986.2,27 
333,T,231128,225332,48.193592N,17.217497E,132,109.6,53,986.1,27 
334,T,231128,225334,48.193916N,17.218143E,132,109.4,53,986.0,27 
335,T,231128,225336,48.194233N,17.218777E,133,105.6,53,985.9,27 
336,T,231128,225338,48.194538N,17.219400E,133,104.3,53,985.8,27 
337,T,231128,225340,48.194851N,17.220015E,134,103.7,51,985.7,27 
338,T,231128,225342,48.195171N,17.220615E,134,103.6,51,985.6,27 
339,T,231128,225344,48.195473N,17.221195E,135,100.0,51,985.5,27 
340,T,231128,225346,48.195778N,17.221769E,135,98.7,51,985.5,27 
341,T,231128,225348,48.196079N,17.222343E,135,100.2,51,985.3,27 
342,T,231128,225350,48.196392N,17.222916E,136,101.9,50,985.3,27 
343,T,231128,225352,48.196716N,17.223499E,136,102.6,49,985.2,27 
344,T,231128,225354,48.197041N,17.224083E,135,101.7,49,985.1,27 
345,T,231128,225356,48.197369N,17.224663E,135,102.5,49,985.2,27 
346,T,231128,225358,48.197704N,17.225246E,135,103.8,49,985.2,27 
347,T,231128,225400,48.198048N,17.225836E,135,106.1,48,985.1,27 
348,T,231128,225402,48.198402N,17.226439E,134,108.4,48,985.2,27 
349,T,231128,225404,48.198772N,17.227043E,134,110.0,48,985.2,27 
350,T,231128,225406,48.199154N,17.227674E,134,111.1,48,985.2,27 
351,T,231128,225408,48.199554N,17.228338E,134,122.3,47,985.2,27 
352,T,231128,225410,48.199993N,17.229048E,134,131.1,47,985.1,27 
353,T,231128,225412,48.200443N,17.229795E,133,137.1,47,985.1,27 
354,T,231128,225414,48.200912N,17.230560E,134,138.4,47,985.2,27 
355,T,231128,225416,48.201366N,17.231340E,133,138.6,48,985.3,28 
356,T,231128,225418,48.201817N,17.232122E,133,139.0,49,984.9,28 
357,T,231128,225420,48.202251N,17.232908E,133,135.4,50,985.4,28 
358,T,231128,225422,48.202679N,17.233704E,132,134.7,51,985.6,28 
359,T,231128,225424,48.203102N,17.234493E,131,134.3,51,985.7,28 
360,T,231128,225426,48.203526N,17.235283E,131,132.7,51,985.6,28 
361,T,231128,225428,48.203934N,17.236071E,131,130.9,53,985.8,28 
362,T,231128,225430,48.204319N,17.236862E,131,129.1,53,985.9,28 
363,T,231128,225432,48.204700N,17.237644E,130,128.5,54,985.9,28 
364,T,231128,225434,48.205074N,17.238430E,130,127.5,54,986.0,28 
365,T,231128,225436,48.205441N,17.239220E,130,127.8,55,986.1,28 
366,T,231128,225438,48.205795N,17.240007E,129,127.8,55,986.2,28 
367,T,231128,225440,48.206161N,17.240801E,129,126.9,56,986.2,28 
368,T,231128,225442,48.206505N,17.241585E,127,125.2,57,986.3,28 
369,T,231128,225444,48.206837N,17.242374E,126,124.8,58,986.3,28 
370,T,231128,225446,48.207157N,17.243168E,126,123.9,59,986.5,28 
371,T,231128,225448,48.207462N,17.243948E,126,123.6,59,985.9,28 
372,T,231128,225450,48.207771N,17.244736E,125,121.4,59,986.2,28 
373,T,231128,225452,48.208065N,17.245529E,125,120.9,61,986.3,28 
374,T,231128,225454,48.208347N,17.246326E,125,119.9,61,986.3,28 
